50, 0.000309, 0.012346, 
50, 0.001591, 0.025655, 
50, 0.004478, 0.057723, 
50, 0.009608, 0.102617, 
50, 0.017625, 0.160333, 
50, 0.029168, 0.230867, 
50, 0.044879, 0.314212, 
50, 0.065397, 0.410358, 
50, 0.091361, 0.519291, 
50, 0.123411, 0.640995, 
50, 0.162184, 0.775448, 
50, 0.208315, 0.922624, 
50, 0.262119, 1.076088, 
50, 0.323590, 1.229410, 
50, 0.392718, 1.382567, 
50, 0.469495, 1.535539, 
50, 0.553910, 1.688304, 
50, 0.645952, 1.840839, 
50, 0.745608, 1.993123, 
50, 0.852865, 2.145133, 
50, 0.967707, 2.296845, 
50, 1.090119, 2.448238, 
50, 1.220084, 2.599288, 
50, 1.357582, 2.749973, 
50, 1.502596, 2.900268, 
50, 1.655103, 3.050151, 
50, 1.815083, 3.199600, 
50, 1.982196, 3.342252, 
50, 2.155785, 3.471782, 
50, 2.335196, 3.588224, 
50, 2.519777, 3.691621, 
50, 2.708878, 3.782021, 
50, 2.901852, 3.859474, 
50, 3.098054, 3.924036, 
50, 3.296842, 3.975766, 
50, 3.497578, 4.014723, 
50, 3.699627, 4.040971, 
50, 3.902355, 4.054573, 
50, 4.105135, 4.055596, 
50, 4.307653, 4.050351, 
50, 4.509908, 4.045109, 
50, 4.711902, 4.039869, 
50, 4.913633, 4.034633, 
50, 5.115103, 4.029400, 
50, 5.316312, 4.024169, 
50, 5.517259, 4.018941, 
50, 5.717945, 4.013715, 
50, 5.918369, 4.008491, 
50, 6.118532, 4.003267, 
50, 6.318435, 3.998044, 
50, 6.518076, 3.992820, 
50, 6.717455, 3.987596, 
50, 6.916574, 3.982370, 
50, 7.115431, 3.977142, 
50, 7.314027, 3.971912, 
50, 7.512361, 3.966680, 
50, 7.710433, 3.961444, 
50, 7.908243, 3.956205, 
50, 8.105791, 3.950963, 
50, 8.303077, 3.945718, 
50, 8.500101, 3.940470, 
50, 8.696862, 3.935220, 
50, 8.893360, 3.929968, 
50, 9.089596, 3.924717, 
50, 9.285569, 3.919465, 
50, 9.481280, 3.914217, 
50, 9.676729, 3.908972, 
50, 9.871915, 3.903734, 
50, 10.066840, 3.898504, 
50, 10.261505, 3.893286, 
50, 10.455909, 3.888083, 
50, 10.650054, 3.882898, 
50, 10.843941, 3.877735, 
50, 11.037570, 3.872598, 
50, 11.230945, 3.867493, 
50, 11.424066, 3.862424, 
50, 11.616936, 3.857397, 
50, 11.809557, 3.852417, 
50, 12.001932, 3.847491, 
50, 13.905149, 38.064349, 
50, 14.063698, 3.170983, 
50, 14.214207, 3.010186, 
50, 14.354419, 2.804240, 
50, 14.481461, 2.540841, 
50, 14.591956, 2.209888, 
50, 14.682669, 1.814268, 
50, 14.752243, 1.391481, 
50, 14.804074, 1.036604, 
50, 14.848275, 0.884029, 
50, 14.899002, 1.014540, 
50, 14.967831, 1.376581, 
50, 15.059701, 1.837399, 
50, 15.174055, 2.287073, 
50, 15.307852, 2.675941, 
50, 15.457669, 2.996356, 
50, 15.620587, 3.258351, 
50, 15.794395, 3.476153, 
50, 15.977552, 3.663146, 
50, 16.169090, 3.830764, 
50, 16.368531, 3.988815, 
50, 16.575842, 4.146217, 
50, 16.791433, 4.311823, 
50, 17.016195, 4.495249, 
50, 17.241916, 4.514406, 
50, 17.446284, 4.087359, 
50, 17.643758, 3.949493, 
50, 17.834214, 3.809114, 
50, 18.017173, 3.659188, 
50, 18.191769, 3.491904, 
50, 18.356677, 3.298174, 
50, 18.510050, 3.067454, 
50, 18.649476, 2.788523, 
50, 18.772117, 2.452810, 
50, 18.875271, 2.063079, 
50, 18.957755, 1.649683, 
50, 19.022115, 1.287197, 
50, 19.076258, 1.082878, 
50, 19.131877, 1.112365, 
50, 19.199593, 1.354320, 
50, 19.285127, 1.710691, 
50, 19.389293, 2.083311, 
50, 19.510121, 2.416572, 
50, 19.644764, 2.692848, 
50, 19.790476, 2.914249, 
